n_img,n_row,n_col,tile_type,h,s,v
27,4,2,0,26.0,226.0,198.0
27,4,3,0,26.0,228.0,197.0
27,4,4,0,26.0,232.0,195.0
28,0,0,0,26.0,231.0,194.0
28,0,1,0,26.0,236.0,198.0
28,0,2,0,26.0,234.0,200.0
28,0,3,0,26.0,241.0,201.0
28,0,4,0,26.0,231.0,200.0
28,1,0,4,105.0,220.0,165.0
28,1,1,4,106.0,245.0,160.0
28,1,2,4,105.0,245.0,140.0
28,1,3,5,26.0,70.0,30.0
28,1,4,5,23.0,46.0,29.0
28,2,0,4,106.0,240.0,148.0
28,2,1,2,38.0,172.0,76.0
28,2,2,6,29.0,109.5,78.0
28,2,3,3,24.0,115.0,114.0
28,2,4,5,21.0,91.0,53.0
28,3,0,4,105.0,234.0,187.0
28,3,1,2,41.0,157.0,83.0
28,3,2,2,39.0,160.0,75.0
28,3,3,2,38.0,175.0,77.0
28,3,4,2,36.0,167.0,74.0
28,4,0,7,20.0,105.0,184.0
28,4,1,7,20.0,124.0,176.0
28,4,2,4,105.0,236.0,190.0
28,4,3,4,104.0,239.0,177.0
28,4,4,1,41.0,201.0,160.0
29,0,0,2,37.0,182.0,66.0
29,0,1,2,39.0,188.0,75.0
29,0,2,2,39.0,174.0,67.0
29,0,3,2,40.0,149.0,65.0
29,0,4,4,106.0,252.0,167.0
29,1,0,2,36.0,179.0,72.0
29,1,1,0,26.0,242.0,190.0
29,1,2,2,37.0,174.0,79.0
29,1,3,2,42.0,151.0,64.0
29,1,4,4,106.0,254.0,175.0
29,2,0,5,26.0,51.0,34.0
29,2,1,0,26.0,236.0,180.0
29,2,2,6,29.0,169.0,98.0
29,2,3,2,40.0,137.0,66.0
29,2,4,4,106.0,246.0,142.0
29,3,0,0,26.0,229.0,198.0
29,3,1,0,26.0,238.0,199.0
29,3,2,2,39.0,172.0,74.0
29,3,3,2,39.0,166.0,70.0
29,3,4,4,105.0,252.0,177.0
29,4,0,4,105.0,246.0,154.0
29,4,1,4,105.0,252.0,189.0
29,4,2,4,105.0,253.0,187.0
29,4,3,4,105.0,252.0,184.0
29,4,4,4,105.0,252.0,180.0
30,0,0,1,42.0,201.0,155.0
30,0,1,1,44.0,206.0,150.0
30,0,2,0,26.0,239.0,191.0
30,0,3,0,25.0,242.0,188.0
30,0,4,0,26.0,239.0,187.0
30,1,0,4,106.0,239.0,142.0
30,1,1,1,42.0,218.0,136.0
30,1,2,1,41.0,198.0,123.0
30,1,3,0,26.0,246.0,191.0
30,1,4,2,37.0,169.0,76.0
30,2,0,4,105.0,247.0,166.0
30,2,1,1,42.0,215.0,136.0
30,2,2,5,24.0,160.0,82.0
30,2,3,0,26.0,238.0,186.0
30,2,4,2,37.0,157.0,66.0
30,3,0,1,40.0,220.0,147.0
30,3,1,1,42.0,209.0,160.0
30,3,2,0,26.0,230.0,195.0
30,3,3,0,26.0,237.0,191.5
30,3,4,2,37.0,158.0,79.0
30,4,0,0,26.0,240.0,199.0
30,4,1,1,45.0,204.0,155.0
30,4,2,2,40.0,119.0,75.0
30,4,3,2,38.0,128.0,79.0
30,4,4,2,39.0,135.0,92.5
31,0,0,5,20.0,70.0,35.0
31,0,1,5,25.0,57.0,33.0
31,0,2,0,26.0,236.0,203.0
31,0,3,0,26.0,234.0,202.0
31,0,4,3,23.0,109.0,140.0
31,1,0,3,22.0,136.0,135.0
31,1,1,3,23.0,123.0,138.0
31,1,2,1,41.0,225.0,156.0
31,1,3,1,41.0,213.0,154.0
31,1,4,2,37.0,174.0,81.0
31,2,0,3,22.0,152.0,142.0
31,2,1,3,24.0,112.0,139.0
31,2,2,3,24.0,109.0,138.0
31,2,3,1,40.0,207.0,158.0
31,2,4,6,35.0,67.0,88.0
31,3,0,3,22.0,142.0,138.0
31,3,1,3,23.0,121.0,135.0
31,3,2,3,25.0,69.0,144.0
31,3,3,1,43.0,194.0,155.0
31,3,4,1,42.0,205.0,154.0
31,4,0,0,26.0,244.0,199.0
31,4,1,0,26.0,238.0,198.0
31,4,2,0,26.0,227.0,197.0
31,4,3,0,26.0,228.0,196.0
31,4,4,0,26.0,232.0,194.0
32,0,0,1,36.0,203.0,98.0
32,0,1,0,25.0,249.0,157.0
32,0,2,4,109.0,251.0,119.0
32,0,3,4,108.0,253.0,124.0
32,0,4,4,108.0,247.0,113.0
32,1,0,0,26.0,253.0,158.0
32,1,1,0,25.0,247.0,158.0
32,1,2,3,22.0,82.0,96.0
32,1,3,0,26.0,245.0,166.0
32,1,4,2,39.0,126.0,53.0
32,2,0,4,108.0,249.0,116.0
32,2,1,0,26.0,244.0,162.0
32,2,2,6,29.0,91.0,92.0
32,2,3,2,40.0,135.0,47.0
32,2,4,2,39.0,133.0,49.0
32,3,0,4,109.0,253.0,150.0
32,3,1,2,37.0,193.0,48.0
32,3,2,2,40.0,168.0,49.0
32,3,3,2,38.0,166.0,53.0
32,3,4,7,18.0,171.0,131.0
32,4,0,4,109.0,253.0,152.0
32,4,1,2,37.0,185.0,45.0
32,4,2,0,25.0,254.0,170.0
32,4,3,0,25.0,252.0,173.0
32,4,4,7,18.0,183.0,132.0
33,0,0,3,22.0,119.0,91.0
33,0,1,3,21.0,150.0,91.0
33,0,2,6,18.0,55.0,85.0
33,0,3,1,45.0,230.0,103.0
33,0,4,1,44.0,211.0,111.0
33,1,0,3,22.0,113.0,85.0
33,1,1,0,25.0,253.0,162.0
33,1,2,0,25.0,250.0,161.0
33,1,3,1,44.0,208.0,106.0
33,1,4,1,42.0,219.0,98.0
33,2,0,3,22.0,107.0,89.0
33,2,1,5,30.0,40.0,22.0
33,2,2,0,26.0,252.0,165.0
33,2,3,0,25.0,250.0,161.0
33,2,4,0,25.0,250.0,164.0
33,3,0,3,22.0,114.0,91.0
33,3,1,1,42.0,234.0,111.0
33,3,2,0,25.0,243.0,166.0
33,3,3,2,43.0,98.0,45.0
33,3,4,0,25.0,247.0,163.0
33,4,0,2,38.0,156.0,53.0
33,4,1,1,42.0,218.0,109.0
33,4,2,0,25.0,246.0,167.0
33,4,3,5,30.0,31.0,24.0
33,4,4,4,108.0,250.0,123.0
34,0,0,3,20.0,82.0,91.0
34,0,1,0,25.0,241.0,165.0
34,0,2,2,42.0,96.0,44.0
34,0,3,2,44.0,104.0,46.0
34,0,4,2,45.0,116.0,48.0
34,1,0,3,21.0,49.0,102.0
34,1,1,2,37.0,103.0,47.0
34,1,2,2,39.0,145.0,47.0
34,1,3,4,109.0,251.0,116.0
34,1,4,4,108.0,253.0,150.0
34,2,0,0,25.0,243.0,170.0
34,2,1,0,25.0,252.0,170.0
34,2,2,6,26.0,55.0,95.0
34,2,3,4,108.0,253.0,147.0
34,2,4,4,109.0,255.0,148.0
34,3,0,0,25.0,252.0,173.0
34,3,1,0,25.0,254.0,171.0
34,3,2,0,25.0,246.0,167.0
34,3,3,4,108.0,255.0,153.0
34,3,4,4,109.0,253.0,152.0
34,4,0,5,24.0,55.0,27.0
34,4,1,5,24.0,38.0,17.0
34,4,2,5,21.0,34.0,21.0
34,4,3,5,30.0,36.0,19.0
34,4,4,3,21.0,110.0,93.0
35,0,0,0,25.0,252.0,180.0
35,0,1,2,35.0,185.0,56.0
35,0,2,2,36.0,178.0,54.0
35,0,3,2,37.0,181.0,58.0
35,0,4,3,21.0,118.0,100.0
35,1,0,0,25.0,250.0,180.0
35,1,1,0,25.0,249.0,182.0
35,1,2,2,35.0,181.0,57.0
35,1,3,6,26.0,67.0,91.0
35,1,4,1,40.0,216.0,130.0
35,2,0,1,39.0,226.0,128.0
35,2,1,0,25.0,251.0,182.0
35,2,2,2,35.0,174.0,56.0
35,2,3,2,37.0,157.0,52.0
35,2,4,1,43.0,211.0,132.0
35,3,0,4,107.0,252.0,169.0
35,3,1,2,34.0,186.0,65.0
35,3,2,2,35.0,169.0,56.0
35,3,3,1,40.0,220.0,126.0
35,3,4,1,41.0,216.0,126.0
35,4,0,4,107.0,252.0,163.0
35,4,1,0,25.0,250.0,161.0
35,4,2,4,108.0,250.0,141.0
35,4,3,1,39.0,223.0,100.0
35,4,4,4,108.0,251.0,131.0
36,0,0,1,37.0,201.0,94.0
36,0,1,0,25.0,250.0,157.0
36,0,2,4,108.0,249.0,113.0
36,0,3,4,108.0,253.0,119.0
36,0,4,4,108.0,245.0,116.0
36,1,0,0,26.0,253.0,158.0
36,1,1,0,25.0,247.0,155.0
36,1,2,3,22.0,96.0,88.0
36,1,3,0,25.0,248.0,164.0
36,1,4,2,38.0,134.0,53.0
36,2,0,4,108.0,248.0,116.0
36,2,1,0,26.0,244.0,153.0
36,2,2,6,32.0,187.0,57.0
36,2,3,2,38.0,149.0,47.0
36,2,4,2,37.0,164.0,49.0
36,3,0,4,109.0,253.0,147.0
36,3,1,2,37.0,195.0,46.0
36,3,2,2,39.0,179.0,49.0
36,3,3,2,37.0,176.0,52.0
36,3,4,7,19.0,189.0,130.0
36,4,0,4,109.0,253.0,149.0
36,4,1,2,37.0,190.0,45.0
36,4,2,0,25.0,254.0,170.0
36,4,3,0,25.0,254.0,173.0
36,4,4,7,18.0,201.0,130.0
37,0,0,3,23.0,128.0,87.0
37,0,1,3,22.0,160.0,85.0
37,0,2,6,21.0,100.0,65.0
37,0,3,1,45.0,215.0,98.5
37,0,4,1,44.0,201.0,111.5
37,1,0,3,21.0,133.0,89.0
37,1,1,0,25.0,253.0,162.0
37,1,2,0,25.0,252.0,163.0
37,1,3,1,43.0,207.0,111.0
37,1,4,1,41.0,208.0,101.0
37,2,0,3,22.0,112.0,89.0
37,2,1,5,30.0,39.0,25.0
37,2,2,0,25.0,252.0,166.0
37,2,3,0,25.0,249.0,159.0
37,2,4,0,25.0,249.0,165.0
37,3,0,3,22.0,139.5,88.0
37,3,1,1,42.0,239.0,111.0
37,3,2,0,25.0,243.0,167.0
37,3,3,2,43.0,92.0,44.0
37,3,4,0,25.0,243.0,165.0
37,4,0,2,36.0,170.0,52.0
37,4,1,1,40.0,220.0,109.0
37,4,2,0,25.0,245.0,168.0
37,4,3,5,30.0,43.0,29.0
37,4,4,4,108.0,249.0,126.0
38,0,0,3,21.0,83.0,87.0
38,0,1,0,25.0,240.0,166.0
38,0,2,2,41.0,112.0,46.0
38,0,3,2,43.0,107.0,53.0
38,0,4,2,43.0,126.5,50.0
38,1,0,3,21.0,53.0,102.0
38,1,1,2,35.0,108.0,50.0
38,1,2,2,38.0,147.0,47.0
38,1,3,4,108.0,244.0,107.0
38,1,4,4,109.0,253.0,150.0
38,2,0,0,25.0,243.0,171.0
38,2,1,0,25.0,252.0,167.0
38,2,2,6,25.0,134.0,72.0
38,2,3,4,109.0,250.0,134.0
38,2,4,4,109.0,255.0,151.0
38,3,0,0,25.0,252.0,175.0
38,3,1,0,25.0,254.0,173.0
38,3,2,0,25.0,248.0,168.0
38,3,3,4,108.0,253.0,156.0
38,3,4,4,108.0,255.0,155.0
38,4,0,5,22.0,89.0,54.0
38,4,1,5,22.0,43.0,18.0
38,4,2,5,22.0,49.0,23.0
38,4,3,5,30.0,36.0,21.0
38,4,4,3,22.0,101.0,94.0
39,0,0,0,25.0,251.0,180.0
39,0,1,2,35.0,183.0,59.0
39,0,2,2,36.0,177.0,57.0
39,0,3,2,37.0,170.0,60.0
39,0,4,3,21.0,108.0,106.0
39,1,0,0,25.0,248.0,180.0
39,1,1,0,25.0,247.0,183.0
39,1,2,2,35.0,177.0,56.0
39,1,3,6,38.0,69.0,61.0
39,1,4,1,40.0,210.0,125.0
39,2,0,1,39.0,227.0,126.0
39,2,1,0,25.0,251.0,177.0
39,2,2,2,36.0,171.0,55.0
39,2,3,2,37.0,161.0,48.0
39,2,4,1,44.0,210.0,118.0
39,3,0,4,108.0,253.0,132.0
39,3,1,2,35.0,185.0,47.0
39,3,2,2,36.0,150.0,38.0
39,3,3,1,43.0,227.0,85.0
39,3,4,1,44.0,212.0,92.0
39,4,0,4,109.0,253.0,127.0
39,4,1,0,25.0,251.0,133.0
39,4,2,4,109.0,251.0,122.0
39,4,3,1,42.0,221.0,76.0
39,4,4,4,108.0,251.0,128.0
40,0,0,0,25.0,249.0,173.0
40,0,1,3,21.0,86.0,109.0
40,0,2,0,25.0,245.0,173.0
40,0,3,2,36.0,187.0,60.0
40,0,4,4,108.0,249.0,130.0
40,1,0,1,38.0,208.0,115.0
40,1,1,1,44.0,196.0,121.0
40,1,2,0,25.0,242.0,175.0
40,1,3,0,25.0,246.0,176.0
40,1,4,4,108.0,253.0,137.0
40,2,0,2,37.0,175.0,58.0
40,2,1,4,108.0,252.0,160.0
40,2,2,4,108.0,253.0,163.0
40,2,3,4,108.0,253.0,165.0
40,2,4,4,108.0,255.0,168.0
40,3,0,5,26.0,45.0,24.0
40,3,1,3,22.0,109.0,103.0
40,3,2,0,25.0,251.0,178.0
40,3,3,2,38.0,155.0,52.0
40,3,4,4,107.0,254.0,171.0
40,4,0,5,26.0,55.0,29.0
40,4,1,0,25.0,252.0,179.0
40,4,2,0,25.0,249.0,180.0
40,4,3,2,37.0,177.0,57.0
40,4,4,6,25.0,83.0,113.0
41,0,0,0,25.0,237.0,166.0
41,0,1,4,109.0,246.0,122.5
41,0,2,4,109.0,252.0,155.0
41,0,3,2,43.0,130.0,48.0
41,0,4,2,39.0,126.5,48.0
41,1,0,0,25.0,239.0,170.0
41,1,1,0,25.0,240.0,168.0
41,1,2,2,40.0,92.0,48.0
41,1,3,2,41.0,99.0,45.0
41,1,4,2,42.0,107.0,45.0
41,2,0,0,25.0,245.0,171.0
41,2,1,4,108.0,250.0,141.0
41,2,2,2,43.0,107.0,50.0
41,2,3,2,39.0,123.0,42.0
41,2,4,3,21.0,84.0,83.0
41,3,0,0,25.0,251.0,173.0
41,3,1,4,108.0,251.0,132.0
41,3,2,4,109.0,253.0,158.0
41,3,3,2,38.0,135.0,41.0
41,3,4,5,27.0,38.0,21.0
41,4,0,0,25.0,249.0,176.0
41,4,1,0,25.0,248.0,173.0
41,4,2,0,25.0,245.0,169.0
41,4,3,2,42.0,115.0,42.0
41,4,4,6,30.0,41.0,85.0
42,0,0,2,34.0,171.0,65.0
42,0,1,2,37.0,175.0,55.0
42,0,2,2,36.0,168.0,55.0
42,0,3,0,25.0,248.0,178.0
42,0,4,0,25.0,241.0,175.0
42,1,0,1,40.0,214.0,128.0
42,1,1,1,40.0,224.0,124.0
42,1,2,1,41.0,217.0,128.0
42,1,3,0,25.0,246.0,175.0
42,1,4,5,23.5,34.0,24.0
42,2,0,4,108.0,237.0,133.0
42,2,1,1,41.0,221.0,113.0
42,2,2,6,26.0,59.0,95.0
42,2,3,0,25.0,242.0,168.0
42,2,4,5,25.0,32.0,23.0
42,3,0,3,20.0,117.0,84.0
42,3,1,1,41.0,243.0,104.0
42,3,2,1,42.0,237.0,99.0
42,3,3,0,25.0,253.0,145.0
42,3,4,1,44.0,212.0,103.0
42,4,0,4,109.0,253.0,120.0
42,4,1,1,44.0,224.0,74.0
42,4,2,1,45.0,211.0,81.0
42,4,3,1,46.0,192.0,87.0
42,4,4,1,49.0,170.0,84.0
43,0,0,0,25.0,249.0,171.0
43,0,1,3,21.0,83.0,106.0
43,0,2,0,25.0,246.0,172.0
43,0,3,2,37.0,189.0,57.0
43,0,4,4,108.0,251.0,134.0
43,1,0,1,39.0,211.0,112.0
43,1,1,1,44.0,197.0,118.0
43,1,2,0,25.0,242.0,174.0
43,1,3,0,25.0,245.0,175.0
43,1,4,4,108.0,253.0,140.0
43,2,0,2,37.0,182.0,56.0
43,2,1,4,108.0,252.0,160.0
43,2,2,4,108.0,253.0,163.0
43,2,3,4,108.0,254.0,165.0
43,2,4,4,108.0,254.0,168.0
43,3,0,5,28.0,47.0,22.0
43,3,1,3,22.0,114.0,103.0
43,3,2,0,25.0,251.0,176.0
43,3,3,2,39.0,154.0,49.0
43,3,4,4,107.0,252.0,164.0
43,4,0,5,25.0,53.0,27.0
43,4,1,0,25.0,252.0,177.0
43,4,2,0,25.0,251.0,179.0
43,4,3,2,37.0,175.0,52.0
43,4,4,6,26.0,101.0,78.0
44,0,0,2,38.0,193.0,52.0
44,0,1,0,25.0,253.0,162.0
44,0,2,3,21.0,132.0,92.0
44,0,3,0,25.0,253.0,164.0
44,0,4,1,40.0,205.0,110.0
44,1,0,2,42.0,177.0,55.0
44,1,1,0,25.0,250.0,163.0
44,1,2,3,22.0,44.0,99.0
44,1,3,3,21.0,104.0,88.0
44,1,4,3,22.0,82.0,89.0
44,2,0,6,83.0,97.0,86.0
44,2,1,0,25.0,253.0,162.0
44,2,2,5,29.0,39.0,21.0
44,2,3,3,21.0,111.0,93.0
44,2,4,3,22.0,66.0,97.0
44,3,0,2,36.0,151.0,58.0
44,3,1,0,25.0,249.0,169.0
44,3,2,0,25.0,240.0,169.0
44,3,3,4,108.0,250.0,132.0
44,3,4,4,108.0,255.0,168.0
44,4,0,2,39.0,154.0,56.0
44,4,1,2,39.0,130.0,49.0
44,4,2,2,38.0,147.0,52.0
44,4,3,4,108.0,253.0,163.0
44,4,4,4,108.0,254.0,167.0
45,0,0,0,25.0,234.0,166.0
45,0,1,4,108.0,247.0,129.0
45,0,2,4,109.0,252.0,155.0
45,0,3,2,45.0,146.0,56.0
45,0,4,2,40.0,135.0,49.0
45,1,0,0,25.0,234.0,171.0
45,1,1,0,25.0,235.0,170.0
45,1,2,2,39.0,99.0,55.5
45,1,3,2,43.0,92.0,46.0
45,1,4,2,42.0,102.0,45.0
45,2,0,0,25.0,239.0,172.0
45,2,1,4,108.0,247.0,147.0
45,2,2,2,55.0,101.0,56.0
45,2,3,2,43.0,106.0,43.0
45,2,4,3,22.0,80.0,80.0
45,3,0,0,25.0,249.0,174.0
45,3,1,4,108.0,250.0,138.0
45,3,2,4,109.0,253.0,159.0
45,3,3,2,40.0,142.0,47.0
45,3,4,5,30.0,51.0,32.0
45,4,0,0,25.0,248.0,176.0
45,4,1,0,25.0,247.0,174.0
45,4,2,0,25.0,243.0,171.0
45,4,3,2,38.0,122.0,49.0
45,4,4,6,39.0,97.0,57.0
46,0,0,2,35.0,164.0,58.0
46,0,1,2,37.0,174.0,55.0
46,0,2,2,37.0,166.0,54.0
46,0,3,0,25.0,249.0,176.0
46,0,4,0,25.0,241.0,173.0
46,1,0,1,41.0,214.0,127.0
46,1,1,1,40.0,226.0,121.0
46,1,2,1,42.0,224.0,122.0
46,1,3,0,25.0,249.0,168.0
46,1,4,5,21.0,32.0,22.0
46,2,0,4,108.0,239.0,127.0
46,2,1,1,41.0,218.0,108.0
46,2,2,6,32.0,89.0,53.0
46,2,3,0,26.0,241.0,156.0
46,2,4,5,30.0,34.0,22.0
46,3,0,3,20.0,113.0,102.0
46,3,1,1,41.0,241.0,116.0
46,3,2,1,41.0,239.0,106.0
46,3,3,0,25.0,253.0,160.0
46,3,4,1,44.0,205.0,109.0
46,4,0,4,109.0,251.0,133.0
46,4,1,1,42.0,218.0,84.0
46,4,2,1,44.0,208.0,91.0
46,4,3,1,46.0,188.0,97.0
46,4,4,1,48.0,166.0,93.0
47,0,0,4,108.0,249.0,114.0
47,0,1,3,21.0,100.0,95.0
47,0,2,0,25.0,252.0,169.0
47,0,3,2,38.0,150.0,50.0
47,0,4,2,39.0,149.0,52.0
47,1,0,0,25.0,250.0,164.0
47,1,1,0,25.0,252.0,166.0
47,1,2,0,25.0,253.0,171.0
47,1,3,0,25.0,252.0,172.0
47,1,4,2,37.0,159.0,47.0
47,2,0,0,25.0,250.0,165.0
47,2,1,0,25.0,251.0,169.0
47,2,2,6,25.0,90.0,107.0
47,2,3,0,25.0,248.0,173.0
47,2,4,2,39.0,137.0,48.0
47,3,0,3,20.0,89.0,99.0
47,3,1,5,26.0,34.0,20.0
47,3,2,5,24.0,43.0,20.0
47,3,3,0,25.0,254.0,175.0
47,3,4,0,25.0,246.0,176.0
47,4,0,3,20.0,132.0,101.0
47,4,1,3,22.0,94.0,104.0
47,4,2,3,21.0,106.0,101.5
47,4,3,3,21.0,115.0,102.0
47,4,4,3,21.0,59.0,115.0
48,0,0,0,25.0,252.0,157.0
48,0,1,4,109.0,252.0,115.0
48,0,2,4,109.0,252.0,110.0
48,0,3,2,37.0,189.0,48.0
48,0,4,2,44.0,115.0,53.0
48,1,0,0,25.0,252.0,162.0
48,1,1,2,39.0,134.0,48.0
48,1,2,5,30.0,51.0,23.0
48,1,3,0,25.0,246.0,162.0
48,1,4,4,108.0,253.0,157.0
48,2,0,3,21.0,98.0,91.0
48,2,1,1,41.0,206.0,114.0
48,2,2,6,21.0,39.0,87.0
48,2,3,4,108.0,253.0,156.0
48,2,4,4,108.0,253.0,159.0
48,3,0,1,39.0,213.0,100.0
48,3,1,1,42.0,215.0,108.0
48,3,2,2,39.0,123.0,47.0
48,3,3,4,108.0,253.0,158.0
48,3,4,4,108.0,252.0,159.0
48,4,0,0,25.0,252.0,170.0
48,4,1,0,25.0,249.0,169.0
48,4,2,2,38.0,126.0,49.0
48,4,3,2,39.0,121.0,48.0
48,4,4,2,38.0,112.0,53.0
49,0,0,2,38.0,148.0,51.0
49,0,1,2,38.0,149.0,47.0
49,0,2,2,38.0,130.0,41.0
49,0,3,0,25.0,253.0,160.0
49,0,4,1,44.0,218.0,101.0
49,1,0,2,38.0,166.0,57.0
49,1,1,2,38.0,150.0,45.0
49,1,2,2,36.0,150.0,47.0
49,1,3,0,25.0,252.0,160.0
49,1,4,1,42.0,216.0,109.0
49,2,0,2,36.0,155.0,51.0
49,2,1,4,108.0,252.0,159.0
49,2,2,6,30.0,48.0,93.0
49,2,3,0,25.0,249.0,164.0
49,2,4,1,43.0,203.0,104.0
49,3,0,4,108.0,251.0,161.0
49,3,1,4,108.0,251.0,137.0
49,3,2,0,25.0,243.0,167.0
49,3,3,0,25.0,247.0,161.0
49,3,4,5,20.0,46.0,24.0
49,4,0,4,108.0,252.0,159.0
49,4,1,4,109.0,253.0,153.0
49,4,2,4,109.0,252.0,146.0
49,4,3,3,21.0,89.0,79.0
49,4,4,5,22.0,20.0,26.0
50,0,0,1,39.0,223.0,114.0
50,0,1,1,41.0,215.0,126.0
50,0,2,4,108.0,249.0,138.0
50,0,3,4,108.0,250.0,137.0
50,0,4,0,25.0,246.0,177.0
50,1,0,4,108.0,242.0,116.0
50,1,1,2,36.0,162.0,55.0
50,1,2,2,40.0,143.0,61.0
50,1,3,5,75.0,51.0,21.0
50,1,4,0,25.0,251.0,172.0
50,2,0,2,37.0,170.0,61.0
50,2,1,2,37.0,155.0,52.5
50,2,2,6,26.0,65.0,89.0
50,2,3,1,41.0,219.0,120.0
50,2,4,0,25.0,248.0,166.0
50,3,0,0,25.0,252.0,169.0
50,3,1,3,21.0,125.0,87.0
50,3,2,4,108.0,252.0,138.0
50,3,3,1,43.0,224.0,110.0
50,3,4,0,25.0,253.0,151.0
50,4,0,1,40.0,247.0,85.0
50,4,1,1,43.0,247.0,81.0
50,4,2,1,42.0,213.0,75.0
50,4,3,1,45.0,220.0,85.0
50,4,4,0,25.0,253.0,137.0
51,0,0,4,108.0,248.0,132.0
51,0,1,3,23.0,55.0,100.0
51,0,2,0,26.0,234.0,168.0
51,0,3,2,44.0,109.0,57.0
51,0,4,2,46.0,112.0,58.0
51,1,0,0,26.0,224.0,163.0
51,1,1,0,26.0,226.0,164.0
51,1,2,0,27.0,229.0,167.0
51,1,3,0,26.0,235.0,169.0
51,1,4,2,43.0,108.0,54.0
51,2,0,0,26.0,227.0,164.0
51,2,1,0,26.0,234.0,154.0
51,2,2,6,31.0,114.0,74.0
51,2,3,0,26.0,232.0,165.0
51,2,4,2,46.0,99.0,54.0
51,3,0,3,22.0,46.0,100.0
51,3,1,5,50.0,26.0,23.0
51,3,2,5,30.0,35.0,22.0
51,3,3,0,26.0,242.0,174.0
51,3,4,0,26.0,228.0,174.0
51,4,0,3,22.0,92.0,101.0
51,4,1,3,24.0,57.0,105.0
51,4,2,3,22.0,73.0,102.0
51,4,3,3,22.0,77.0,101.0
51,4,4,3,22.0,32.0,116.0
52,0,0,0,26.0,240.0,159.0
52,0,1,4,109.0,253.0,131.0
52,0,2,4,109.0,253.0,132.0
52,0,3,2,44.0,127.0,57.0
52,0,4,2,58.0,75.0,62.0
52,1,0,0,26.0,240.0,163.0
52,1,1,2,46.5,109.0,52.0
52,1,2,5,75.0,70.0,34.0
52,1,3,0,26.0,219.5,162.0
52,1,4,4,108.0,252.0,180.0
52,2,0,3,23.0,54.0,92.0
52,2,1,1,46.0,175.0,117.0
52,2,2,6,40.0,88.0,60.0
52,2,3,4,108.0,253.0,168.0
52,2,4,4,108.0,253.0,182.0
52,3,0,1,44.0,171.0,109.0
52,3,1,1,46.0,176.0,116.0
52,3,2,2,45.0,112.0,54.0
52,3,3,4,107.0,250.0,177.0
52,3,4,4,107.0,250.0,180.0
52,4,0,0,26.0,234.0,170.0
52,4,1,0,26.0,226.0,169.0
52,4,2,2,48.0,79.0,58.0
52,4,3,2,50.0,76.0,57.0
52,4,4,2,51.0,75.0,62.0
53,0,0,2,46.0,82.0,64.0
53,0,1,2,46.0,78.0,58.0
53,0,2,2,53.0,73.0,52.0
53,0,3,0,26.0,219.0,163.0
53,0,4,1,50.0,139.0,111.0
53,1,0,2,46.0,113.0,63.0
53,1,1,2,47.0,99.0,50.0
53,1,2,2,46.0,97.0,52.0
53,1,3,0,26.0,229.0,156.0
53,1,4,1,47.0,181.0,119.0
53,2,0,2,42.0,114.0,56.0
53,2,1,4,108.0,251.0,162.0
53,2,2,6,43.0,75.0,70.0
53,2,3,0,26.0,230.0,160.0
53,2,4,1,46.0,166.0,113.0
53,3,0,4,107.0,251.0,180.0
53,3,1,4,108.0,250.0,145.0
53,3,2,0,26.0,228.0,168.0
53,3,3,0,26.0,229.0,164.0
53,3,4,5,42.0,43.0,27.0
53,4,0,4,107.0,252.0,184.0
53,4,1,4,108.0,254.0,181.0
53,4,2,4,108.0,252.0,177.0
53,4,3,3,22.0,65.0,94.0
53,4,4,5,55.0,26.0,24.0
54,0,0,1,43.0,196.0,120.0
54,0,1,1,45.0,189.0,132.0
54,0,2,4,108.0,251.0,158.0
54,0,3,4,108.0,252.0,156.0
54,0,4,0,26.0,229.0,178.0
54,1,0,4,108.0,247.0,133.0
54,1,1,2,40.0,130.0,57.0
54,1,2,2,44.0,109.0,69.0
54,1,3,5,50.0,36.0,23.0
54,1,4,0,26.0,238.0,180.0
54,2,0,2,41.0,145.0,64.0
54,2,1,2,40.0,134.0,51.0
54,2,2,6,40.0,56.0,68.0
54,2,3,1,44.0,193.0,131.0
54,2,4,0,26.0,228.0,178.0
54,3,0,0,25.0,244.0,185.0
54,3,1,3,22.0,99.0,109.0
54,3,2,4,107.0,252.0,172.0
54,3,3,1,45.0,188.0,138.0
54,3,4,0,26.0,233.0,173.0
54,4,0,1,40.0,215.0,130.0
54,4,1,1,43.0,219.0,129.0
54,4,2,1,43.0,193.0,123.0
54,4,3,1,47.0,189.5,129.0
54,4,4,0,26.0,239.0,167.0
55,0,0,5,20.0,85.0,31.0
55,0,1,2,35.0,155.0,47.0
55,0,2,4,107.0,245.0,112.0
55,0,3,4,107.0,252.0,143.0
55,0,4,4,107.0,253.0,151.0
55,1,0,0,23.0,252.0,181.0
55,1,1,2,34.0,200.0,55.0
55,1,2,4,107.0,251.0,138.0
55,1,3,4,106.0,253.0,151.0
55,1,4,4,107.0,253.0,151.0
55,2,0,0,24.0,250.0,181.0
55,2,1,0,23.0,250.0,184.0
55,2,2,5,23.0,153.0,41.0
55,2,3,4,107.0,252.0,150.0
55,2,4,4,107.0,249.0,117.5
55,3,0,3,20.0,182.0,107.0
55,3,1,3,19.0,117.0,120.0
55,3,2,3,19.0,128.0,92.0
55,3,3,2,32.0,189.0,53.0
55,3,4,2,33.0,220.0,52.0
