n_img,n_row,n_col,tile_type,h,s,v
27,0,0,5,22.0,81.0,49.0
27,0,1,5,24.0,89.0,59.0
27,2,4,6,33.0,53.0,140.0
28,0,0,0,26.0,233.0,197.0
28,0,1,0,26.0,236.0,193.0
28,0,2,0,26.0,235.0,201.0
28,0,3,0,26.0,242.0,202.0
28,0,4,0,26.0,230.0,196.0
28,4,4,1,42.0,202.0,161.0
28,2,1,2,46.0,157.0,60.0
28,3,1,2,46.0,133.0,66.0
28,3,2,2,38.0,152.0,74.0
28,3,3,2,42.0,163.0,64.0
28,3,4,2,35.0,158.0,74.0
28,2,3,3,24.0,113.0,128.0
28,1,0,4,105.0,226.0,155.0
28,1,1,4,105.0,249.0,175.0
28,1,2,4,105.0,250.0,170.0
28,2,0,4,105.0,239.0,152.0
28,3,0,4,105.0,242.0,192.0
28,4,2,4,105.0,238.0,195.0
28,4,3,4,104.0,237.0,171.0
28,1,3,5,24.0,98.0,49.0
28,1,4,5,24.0,55.0,40.0
28,2,4,5,22.0,130.0,82.0
28,2,2,6,34.0,85.0,77.0
28,4,0,7,20.0,110.0,182.0
28,4,1,7,20.0,129.0,176.0
29,1,1,0,26.0,241.0,193.0
29,2,1,0,26.0,235.0,196.0
29,3,0,0,26.0,230.0,199.0
29,3,1,0,26.0,238.0,199.0
29,0,0,2,48.0,163.0,53.0
29,0,1,2,48.0,161.0,56.0
29,0,2,2,48.0,150.0,52.0
29,0,3,2,50.0,123.0,52.0
29,1,0,2,35.0,168.0,64.0
29,1,2,2,42.0,133.0,69.0
29,1,3,2,52.0,129.0,53.0
29,2,3,2,51.0,106.0,53.0
29,3,2,2,37.0,162.0,68.0
29,3,3,2,48.0,143.0,57.0
29,0,4,4,106.0,254.0,174.0
29,1,4,4,106.0,255.0,178.0
29,2,4,4,105.0,240.0,144.0
29,3,4,4,105.0,250.0,172.0
29,4,0,4,105.0,239.0,150.0
29,4,1,4,105.0,252.0,189.0
29,4,2,4,105.0,254.0,188.0
29,4,3,4,105.0,254.0,187.0
29,4,4,4,106.0,252.0,178.0
29,2,0,5,25.0,67.0,45.0
29,2,2,6,29.0,140.0,90.0
30,0,2,0,26.0,241.0,192.0
30,0,3,0,26.0,243.0,189.0
30,0,4,0,26.0,240.0,188.0
30,1,3,0,26.0,247.0,192.0
30,2,3,0,26.0,241.0,191.0
30,3,2,0,26.0,230.0,195.0
30,3,3,0,26.0,237.0,184.0
30,4,0,0,26.0,241.0,200.0
30,0,0,1,43.0,210.0,158.0
30,0,1,1,44.0,207.0,152.0
30,1,1,1,40.0,219.0,129.0
30,1,2,1,39.0,205.0,126.0
30,2,1,1,38.0,215.0,139.0
30,3,0,1,39.0,222.0,143.0
30,3,1,1,43.0,210.0,161.0
30,4,1,1,45.0,208.0,157.0
30,1,4,2,45.0,151.0,56.0
30,2,4,2,36.0,151.0,60.0
30,3,4,2,42.0,139.5,58.0
30,4,2,2,39.0,116.0,70.0
30,4,3,2,43.0,121.0,64.0
30,4,4,2,48.0,107.0,67.0
30,1,0,4,106.0,244.0,144.0
30,2,0,4,105.0,252.0,178.0
30,2,2,5,24.0,118.0,83.0
31,0,2,0,26.0,236.0,203.0
31,0,3,0,26.0,233.0,199.0
31,4,0,0,26.0,245.0,200.0
31,4,1,0,26.0,240.0,199.0
31,4,2,0,26.0,228.0,198.0
31,4,3,0,26.0,230.0,197.0
31,4,4,0,25.0,233.0,186.0
31,1,2,1,42.0,225.0,159.0
31,1,3,1,41.0,214.0,155.0
31,2,3,1,41.0,206.0,161.0
31,3,3,1,44.0,194.0,155.0
31,3,4,1,42.0,209.0,154.0
31,1,4,2,43.0,159.0,62.0
31,0,4,3,23.0,103.0,140.0
31,1,0,3,22.0,132.0,133.0
31,1,1,3,23.0,134.0,124.0
31,2,0,3,22.0,152.0,133.0
31,2,1,3,25.0,109.0,137.0
31,2,2,3,23.0,117.0,124.0
31,3,0,3,22.0,146.0,125.0
31,3,1,3,23.0,130.0,122.0
31,3,2,3,26.0,63.0,142.0
31,0,0,5,22.0,93.0,53.0
31,0,1,5,24.0,89.0,52.0
31,2,4,6,35.0,57.0,87.0
32,0,1,0,26.0,250.0,159.0
32,1,0,0,26.0,253.0,159.0
32,1,1,0,25.0,246.0,151.0
32,1,3,0,25.0,247.0,167.0
32,2,1,0,26.0,247.0,163.0
32,4,2,0,25.0,254.0,170.0
32,4,3,0,25.0,254.0,173.0
32,0,0,1,35.0,203.0,95.0
32,1,4,2,50.0,101.0,42.0
32,2,3,2,48.0,120.0,37.0
32,2,4,2,50.0,122.0,39.0
32,3,1,2,46.0,167.0,36.0
32,3,2,2,48.0,150.0,38.0
32,3,3,2,43.0,143.0,40.0
32,4,1,2,45.0,168.0,36.0
32,1,2,3,22.0,70.0,95.0
32,0,2,4,108.0,248.0,116.0
32,0,3,4,108.0,253.0,146.0
32,0,4,4,108.0,245.0,118.0
32,2,0,4,108.0,248.0,116.0
32,3,0,4,108.0,252.0,139.0
32,4,0,4,108.0,252.0,146.0
32,2,2,6,29.0,80.0,103.0
32,3,4,7,18.0,168.0,133.0
32,4,4,7,18.0,182.0,132.0
33,1,1,0,25.0,255.0,163.0
33,1,2,0,25.0,250.0,162.0
33,2,2,0,26.0,252.0,166.0
33,2,3,0,25.0,250.0,163.0
33,2,4,0,25.0,250.0,165.0
33,3,2,0,25.0,243.0,167.0
33,3,4,0,25.0,245.0,156.0
33,4,2,0,25.0,247.0,169.0
33,0,3,1,46.0,238.0,106.0
33,0,4,1,44.0,218.0,112.0
33,1,3,1,45.0,201.0,107.0
33,1,4,1,40.0,214.0,92.0
33,3,1,1,43.0,231.0,113.0
33,4,1,1,42.0,220.0,111.0
33,3,3,2,42.0,89.0,44.0
33,4,0,2,47.0,136.0,40.0
33,0,0,3,23.0,104.0,87.0
33,0,1,3,20.0,157.0,78.0
33,1,0,3,21.0,119.0,73.0
33,2,0,3,22.0,103.0,85.0
33,3,0,3,22.0,118.0,80.0
33,4,4,4,108.0,252.0,140.0
33,2,1,5,24.0,64.0,32.0
33,4,3,5,24.0,40.0,29.5
33,0,2,6,21.0,41.0,91.0
34,0,1,0,25.0,241.0,166.0
34,2,0,0,25.0,246.0,172.0
34,2,1,0,25.0,254.0,171.0
34,3,0,0,25.0,252.0,174.0
34,3,1,0,25.0,254.0,172.0
34,3,2,0,25.0,246.0,160.0
34,0,2,2,60.0,78.0,37.0
34,0,3,2,60.0,83.0,38.0
34,0,4,2,57.0,85.0,37.0
34,1,1,2,36.0,97.0,44.0
34,1,2,2,49.0,109.0,38.0
34,0,0,3,20.0,78.0,80.0
34,1,0,3,21.0,35.0,104.0
34,4,4,3,21.0,106.0,91.0
34,1,3,4,108.0,250.0,116.0
34,1,4,4,108.0,255.0,153.0
34,2,3,4,109.0,253.0,147.0
34,2,4,4,109.0,255.0,151.0
34,3,3,4,108.0,255.0,157.0
34,3,4,4,109.0,255.0,153.0
34,4,0,5,23.0,92.0,52.0
34,4,1,5,22.0,67.0,24.0
34,4,2,5,22.0,44.0,29.0
34,4,3,5,24.0,64.0,30.0
34,2,2,6,30.0,51.0,100.0
35,0,0,0,25.0,254.0,181.0
35,1,0,0,24.0,249.0,174.0
35,1,1,0,25.0,251.0,182.0
35,2,1,0,25.0,249.0,177.0
35,4,1,0,25.0,252.0,174.0
35,1,4,1,40.0,219.0,130.0
35,2,0,1,40.0,226.0,129.0
35,2,4,1,43.0,212.0,133.0
35,3,3,1,41.0,221.0,128.0
35,3,4,1,42.0,226.0,130.0
35,4,3,1,37.0,222.0,97.0
35,0,1,2,34.0,167.0,50.0
35,0,2,2,40.0,158.0,44.0
35,0,3,2,43.0,161.0,43.0
35,1,2,2,44.0,166.0,47.0
35,2,2,2,40.0,168.0,49.0
35,2,3,2,36.0,149.0,50.0
35,3,1,2,34.0,180.0,57.0
35,3,2,2,35.0,170.0,54.0
35,0,4,3,21.0,120.0,89.0
35,3,0,4,107.0,254.0,171.0
35,4,0,4,107.0,253.0,168.0
35,4,2,4,108.0,253.0,148.0
35,4,4,4,108.0,253.0,137.0
35,1,3,6,30.0,55.0,103.0
36,0,1,0,26.0,250.0,160.0
36,1,0,0,26.0,255.0,159.0
36,1,1,0,25.0,246.0,142.0
36,1,3,0,25.0,250.0,167.0
36,2,1,0,26.0,249.0,160.0
36,4,2,0,25.0,255.0,170.0
36,4,3,0,25.0,254.0,173.0
36,0,0,1,35.0,199.0,93.0
36,1,4,2,50.0,105.0,41.0
36,2,3,2,45.0,138.0,36.0
36,2,4,2,46.0,144.0,38.0
36,3,1,2,43.0,170.0,36.0
36,3,2,2,46.0,158.0,38.0
36,3,3,2,42.0,156.0,40.0
36,4,1,2,43.0,178.0,36.0
36,1,2,3,22.0,88.0,89.0
36,0,2,4,108.0,244.0,109.0
36,0,3,4,108.0,253.0,139.0
36,0,4,4,108.0,241.0,117.0
36,2,0,4,108.0,247.0,113.0
36,3,0,4,108.0,251.0,136.0
36,4,0,4,108.0,252.0,142.0
36,2,2,6,31.0,149.0,65.0
36,3,4,7,19.0,187.0,132.0
36,4,4,7,18.0,200.0,130.0
37,1,1,0,25.0,255.0,164.0
37,1,2,0,25.0,252.0,165.0
37,2,2,0,25.0,252.0,167.0
37,2,3,0,25.0,249.0,164.0
37,2,4,0,25.0,249.0,167.0
37,3,2,0,25.0,242.0,168.0
37,3,4,0,24.0,240.0,155.0
37,4,2,0,25.0,246.0,171.0
37,0,3,1,46.0,228.0,103.0
37,0,4,1,45.0,203.0,115.0
37,1,3,1,45.0,195.0,111.0
37,1,4,1,39.0,200.0,95.0
37,3,1,1,43.0,234.0,114.0
37,4,1,1,41.0,222.0,112.0
37,3,3,2,42.0,83.0,45.0
37,4,0,2,45.0,146.0,40.0
37,0,0,3,24.0,102.5,85.0
37,0,1,3,21.0,164.0,74.0
37,1,0,3,21.0,130.0,80.0
37,2,0,3,22.0,109.0,84.0
37,3,0,3,22.0,134.0,80.0
37,4,4,4,108.0,252.0,142.0
37,2,1,5,24.0,67.0,41.0
37,4,3,5,24.0,49.0,36.0
37,0,2,6,23.0,112.0,66.0
38,0,1,0,25.0,240.0,168.0
38,2,0,0,25.0,245.0,173.0
38,2,1,0,25.0,253.0,171.0
38,3,0,0,25.0,252.0,176.0
38,3,1,0,25.0,254.0,175.0
38,3,2,0,25.0,248.0,160.0
38,0,2,2,57.0,83.0,38.0
38,0,3,2,57.0,88.0,40.0
38,0,4,2,53.0,96.0,38.0
38,1,1,2,34.0,111.0,45.0
38,1,2,2,48.0,123.0,39.0
38,0,0,3,21.0,78.0,80.0
38,1,0,3,22.0,38.0,106.0
38,4,4,3,22.0,99.0,93.0
38,1,3,4,108.0,243.0,108.0
38,1,4,4,109.0,255.0,155.0
38,2,3,4,109.0,252.0,138.0
38,2,4,4,109.0,255.0,153.0
38,3,3,4,108.0,255.0,160.0
38,3,4,4,108.0,255.0,156.0
38,4,0,5,22.0,112.0,70.0
38,4,1,5,22.0,69.0,30.0
38,4,2,5,23.0,53.0,32.0
38,4,3,5,23.0,71.0,36.0
38,2,2,6,26.0,84.0,67.0
39,0,0,0,25.0,252.0,182.0
39,1,0,0,24.0,248.0,172.0
39,1,1,0,25.0,248.0,183.0
39,2,1,0,25.0,251.0,173.0
39,4,1,0,25.0,253.0,135.0
39,1,4,1,40.0,208.0,128.0
39,2,0,1,40.0,228.0,128.0
39,2,4,1,43.0,216.0,120.0
39,3,3,1,44.0,232.0,87.0
39,3,4,1,45.0,226.0,94.0
39,4,3,1,39.0,220.0,74.0
39,0,1,2,34.0,166.0,52.0
39,0,2,2,40.0,155.0,45.0
39,0,3,2,43.0,149.0,44.0
39,1,2,2,45.0,153.0,44.0
39,2,2,2,40.0,168.0,47.0
39,2,3,2,36.0,156.0,46.0
39,3,1,2,35.0,172.0,37.0
39,3,2,2,36.0,150.0,34.0
39,0,4,3,21.0,112.0,95.0
39,3,0,4,108.0,253.0,138.0
39,4,0,4,109.0,253.0,128.0
39,4,2,4,109.0,253.0,124.0
39,4,4,4,109.0,253.0,132.0
39,1,3,6,35.0,63.0,67.0
40,0,0,0,25.0,251.0,174.0
40,0,2,0,25.0,244.0,166.0
40,1,2,0,25.0,243.0,176.0
40,1,3,0,25.0,246.0,176.0
40,3,2,0,25.0,252.0,179.0
40,4,1,0,25.0,252.0,180.0
40,4,2,0,25.0,251.0,181.0
40,1,0,1,37.0,206.0,112.0
40,1,1,1,45.0,195.0,121.0
40,0,3,2,43.0,144.0,44.0
40,2,0,2,43.0,158.0,42.0
40,3,3,2,36.0,150.0,48.0
40,4,3,2,45.0,162.0,46.0
40,0,1,3,21.0,76.0,107.0
40,3,1,3,21.0,113.0,95.0
40,0,4,4,108.0,248.0,130.0
40,1,4,4,108.0,254.0,156.0
40,2,1,4,107.0,251.0,151.0
40,2,2,4,108.0,253.0,161.0
40,2,3,4,108.0,254.0,168.0
40,2,4,4,108.0,255.0,170.0
40,3,4,4,107.0,254.0,172.0
40,3,0,5,23.0,75.0,35.0
40,4,0,5,23.0,96.0,54.0
40,4,4,6,26.0,85.0,121.0
41,0,0,0,24.0,234.0,158.0
41,1,0,0,25.0,240.0,172.0
41,1,1,0,25.0,240.0,170.0
41,2,0,0,25.0,248.0,172.0
41,3,0,0,25.0,252.0,174.0
41,4,0,0,25.0,251.0,176.0
41,4,1,0,25.0,249.0,174.0
41,4,2,0,25.0,246.0,170.0
41,0,3,2,52.0,102.0,36.0
41,0,4,2,48.0,105.0,35.0
41,1,2,2,40.0,77.0,44.0
41,1,3,2,58.0,83.0,36.0
41,1,4,2,56.0,85.0,35.0
41,2,2,2,51.0,97.0,39.0
41,2,3,2,50.0,108.0,34.0
41,3,3,2,37.0,137.0,39.0
41,4,3,2,40.0,113.0,41.0
41,2,4,3,21.0,80.0,82.0
41,0,1,4,108.0,251.0,144.0
41,0,2,4,109.0,253.0,162.0
41,2,1,4,108.0,245.0,130.0
41,3,1,4,108.0,249.0,128.0
41,3,2,4,109.0,253.0,162.0
41,3,4,5,23.0,64.0,31.0
41,4,4,6,87.0,41.0,92.0
42,0,3,0,25.0,248.0,173.0
42,0,4,0,25.0,239.0,170.0
42,1,3,0,25.0,245.0,168.0
42,2,3,0,25.0,243.0,170.0
42,3,3,0,25.0,255.0,153.0
42,1,0,1,41.0,215.0,129.0
42,1,1,1,40.0,224.0,125.0
42,1,2,1,41.0,218.0,129.0
42,2,1,1,38.0,220.0,110.0
42,3,1,1,42.0,243.0,109.0
42,3,2,1,40.0,239.0,92.5
42,3,4,1,44.0,213.0,106.0
42,4,1,1,39.0,225.0,73.0
42,4,2,1,45.0,224.0,86.0
42,4,3,1,46.0,193.0,87.0
42,4,4,1,48.0,183.0,86.0
42,0,0,2,33.0,161.0,53.0
42,0,1,2,43.0,162.0,45.0
42,0,2,2,41.0,151.0,45.0
42,3,0,3,20.0,130.0,74.0
42,2,0,4,108.0,243.0,134.0
42,4,0,4,109.0,253.0,124.0
42,1,4,5,23.0,41.0,31.0
42,2,4,5,23.0,43.0,29.0
42,2,2,6,32.0,45.0,103.0
43,0,0,0,26.0,251.0,172.0
43,0,2,0,25.0,245.0,167.0
43,1,2,0,25.0,242.0,175.0
43,1,3,0,25.0,246.0,176.0
43,3,2,0,25.0,252.0,177.0
43,4,1,0,25.0,252.0,178.0
43,4,2,0,25.0,251.0,179.0
43,1,0,1,37.0,207.0,110.0
43,1,1,1,45.0,195.0,119.0
43,0,3,2,45.0,141.0,44.0
43,2,0,2,43.0,155.0,40.0
43,3,3,2,37.0,151.0,47.0
43,4,3,2,45.0,160.0,42.0
43,0,1,3,21.0,74.0,104.0
43,3,1,3,21.0,116.0,95.0
43,0,4,4,108.0,249.0,131.0
43,1,4,4,108.0,254.0,156.0
43,2,1,4,107.0,251.0,150.0
43,2,2,4,108.0,253.0,161.0
43,2,3,4,108.0,255.0,168.0
43,2,4,4,108.0,255.0,170.0
43,3,4,4,107.0,252.0,167.0
43,3,0,5,23.0,77.0,33.0
43,4,0,5,23.0,92.0,51.0
43,4,4,6,25.0,110.0,79.0
44,0,1,0,25.0,253.0,164.0
44,0,3,0,25.0,255.0,166.0
44,1,1,0,25.0,250.0,165.0
44,2,1,0,25.0,253.0,165.0
44,3,1,0,25.0,250.0,171.0
44,3,2,0,25.0,239.0,170.0
44,0,4,1,41.0,213.0,114.0
44,0,0,2,48.0,178.0,36.0
44,1,0,2,51.0,157.0,44.0
44,3,0,2,43.0,124.0,42.0
44,4,0,2,50.0,123.0,44.0
44,4,1,2,39.0,121.0,47.0
44,4,2,2,50.0,108.0,41.0
44,0,2,3,21.0,125.0,79.0
44,1,2,3,23.0,39.0,98.0
44,1,3,3,21.0,111.0,78.0
44,1,4,3,21.0,80.0,80.0
44,2,3,3,20.0,111.0,84.0
44,2,4,3,23.0,56.0,95.0
44,3,3,4,108.0,246.0,127.0
44,3,4,4,108.0,255.0,170.0
44,4,3,4,108.0,251.0,157.0
44,4,4,4,108.0,255.0,172.0
44,2,2,5,24.0,64.0,35.0
44,2,0,6,98.0,99.0,82.0
45,0,0,0,25.0,232.0,160.0
45,1,0,0,25.0,236.0,172.0
45,1,1,0,25.0,234.0,171.0
45,2,0,0,25.0,242.0,172.0
45,3,0,0,25.0,252.0,175.0
45,4,0,0,25.0,251.0,177.0
45,4,1,0,25.0,248.0,175.0
45,4,2,0,25.0,244.0,171.0
45,0,3,2,51.0,122.0,37.0
45,0,4,2,46.0,122.0,36.0
45,1,2,2,40.0,74.0,47.0
45,1,3,2,60.0,80.0,38.0
45,1,4,2,58.0,83.0,37.0
45,2,2,2,58.0,88.0,42.0
45,2,3,2,52.0,94.0,37.0
45,3,3,2,38.0,136.0,42.0
45,4,3,2,37.5,115.0,43.0
45,2,4,3,22.0,75.5,82.0
45,0,1,4,108.0,251.0,151.0
45,0,2,4,109.0,253.0,162.0
45,2,1,4,108.0,241.0,131.0
45,3,1,4,108.0,248.0,132.0
45,3,2,4,108.0,254.0,164.0
45,3,4,5,24.0,81.0,37.0
45,4,4,6,33.0,79.0,59.0
46,0,3,0,25.0,248.0,171.0
46,0,4,0,25.0,240.0,168.0
46,1,3,0,25.0,248.0,161.0
46,2,3,0,25.0,244.0,154.0
46,3,3,0,25.0,253.0,162.0
46,1,0,1,41.0,215.0,129.0
46,1,1,1,40.0,226.0,122.0
46,1,2,1,42.0,225.0,123.0
46,2,1,1,39.0,217.0,102.0
46,3,1,1,42.0,241.0,118.0
46,3,2,1,39.0,240.0,100.0
46,3,4,1,44.0,208.0,110.0
46,4,1,1,38.0,219.0,83.0
46,4,2,1,44.0,221.0,98.0
46,4,3,1,46.0,192.0,97.0
46,4,4,1,48.0,179.0,94.0
46,0,0,2,35.0,153.0,52.0
46,0,1,2,43.0,157.0,44.0
46,0,2,2,42.0,149.0,44.0
46,3,0,3,20.0,128.0,91.0
46,2,0,4,108.0,244.0,133.0
46,4,0,4,109.0,253.0,138.0
46,1,4,5,22.0,39.0,28.0
46,2,4,5,25.0,45.0,26.0
46,2,2,6,32.0,70.0,53.0
47,0,2,0,25.0,254.0,170.0
47,1,0,0,25.0,249.0,159.0
47,1,1,0,25.0,252.0,168.0
47,1,2,0,25.0,254.0,171.0
47,1,3,0,25.0,253.0,173.0
47,2,0,0,25.0,249.0,160.0
47,2,1,0,25.0,252.0,170.0
47,2,3,0,25.0,248.0,174.0
47,3,3,0,25.0,254.0,176.0
47,3,4,0,25.0,246.0,176.0
47,0,3,2,48.0,119.0,39.0
47,0,4,2,50.0,119.0,40.0
47,1,4,2,36.0,151.0,45.0
47,2,4,2,38.0,134.0,47.0
47,0,1,3,21.0,101.0,83.0
47,3,0,3,21.0,82.0,98.0
47,4,0,3,20.0,138.0,89.0
47,4,1,3,22.0,92.0,100.0
47,4,2,3,21.0,111.0,94.0
47,4,3,3,20.0,123.0,90.0
47,4,4,3,21.0,52.0,115.0
47,0,0,4,108.0,253.0,135.0
47,3,1,5,23.0,51.0,26.0
47,3,2,5,23.0,70.0,30.0
47,2,2,6,26.0,88.0,114.0
48,0,0,0,25.0,253.0,160.0
48,1,0,0,25.0,253.0,163.0
48,1,3,0,25.0,246.0,164.0
48,4,0,0,25.0,254.0,171.0
48,4,1,0,25.0,249.0,171.0
48,2,1,1,42.0,208.0,116.0
48,3,0,1,37.0,212.0,101.0
48,3,1,1,42.0,214.0,110.0
48,0,3,2,46.0,155.0,35.0
48,0,4,2,56.0,93.0,40.0
48,1,1,2,51.0,123.0,37.0
48,3,2,2,52.0,93.0,37.0
48,4,2,2,38.0,106.0,45.0
48,4,3,2,53.0,94.0,40.0
48,4,4,2,56.0,88.0,41.0
48,2,0,3,21.0,98.0,81.0
48,0,1,4,109.0,253.0,135.0
48,0,2,4,109.0,250.0,109.0
48,1,4,4,108.0,254.0,163.0
48,2,3,4,108.0,253.0,156.0
48,2,4,4,108.0,255.0,165.0
48,3,3,4,108.0,251.0,153.0
48,3,4,4,108.0,249.0,148.0
48,1,2,5,24.0,75.0,42.0
48,2,2,6,23.0,28.0,96.0
49,0,3,0,25.0,253.0,162.0
49,1,3,0,25.0,252.0,154.0
49,2,3,0,25.0,250.0,165.0
49,3,2,0,25.0,246.0,169.0
49,3,3,0,24.0,247.0,156.0
49,0,4,1,45.0,227.0,102.0
49,1,4,1,43.0,223.0,110.0
49,2,4,1,44.0,204.0,103.0
49,0,0,2,48.0,135.0,40.0
49,0,1,2,43.0,134.0,36.0
49,0,2,2,37.0,135.0,39.0
49,1,0,2,48.0,150.0,42.0
49,1,1,2,37.0,146.0,43.0
49,1,2,2,42.0,132.0,37.0
49,2,0,2,48.0,138.0,41.0
49,4,3,3,21.0,81.0,80.0
49,2,1,4,108.0,253.0,164.5
49,3,0,4,108.0,254.0,166.0
49,3,1,4,108.0,248.0,126.0
49,4,0,4,108.0,253.0,162.0
49,4,1,4,108.0,255.0,156.0
49,4,2,4,109.0,253.0,152.0
49,3,4,5,22.0,51.0,28.0
49,4,4,5,23.0,38.0,35.0
49,2,2,6,50.0,46.0,100.0
50,0,4,0,25.0,248.0,179.0
50,1,4,0,25.0,252.0,174.0
50,2,4,0,25.0,246.0,161.0
50,3,0,0,25.0,254.0,178.0
50,3,4,0,25.0,253.0,152.0
50,4,4,0,25.0,255.0,137.0
50,0,0,1,37.0,225.0,108.0
50,0,1,1,41.0,218.0,127.0
50,2,3,1,42.0,220.0,122.0
50,3,3,1,43.0,234.0,112.0
50,4,0,1,39.0,248.0,82.0
50,4,1,1,43.0,248.0,84.0
50,4,2,1,39.0,222.0,75.0
50,4,3,1,45.0,223.0,85.0
50,1,1,2,35.0,151.0,51.0
50,1,2,2,48.0,119.0,47.0
50,2,0,2,44.0,156.0,47.0
50,2,1,2,43.0,149.0,47.0
50,3,1,3,20.0,139.0,79.0
50,0,2,4,107.0,245.0,134.0
50,0,3,4,108.0,248.0,132.0
50,1,0,4,108.0,249.0,134.0
50,3,2,4,108.0,253.0,149.0
50,1,3,5,25.0,76.0,30.0
50,2,2,6,30.0,51.0,102.0
51,0,2,0,26.0,235.0,169.0
51,1,0,0,26.0,221.0,158.0
51,1,1,0,26.0,227.0,167.0
51,1,2,0,27.0,230.0,169.0
51,1,3,0,26.0,236.0,171.0
51,2,0,0,26.0,225.0,159.0
51,2,1,0,26.0,234.0,166.0
51,2,3,0,26.0,232.0,170.0
51,3,3,0,26.0,242.0,175.0
51,3,4,0,26.0,229.0,175.0
51,0,3,2,57.0,90.0,45.0
51,0,4,2,58.0,95.0,45.0
51,1,4,2,43.0,98.0,50.0
51,2,4,2,46.0,94.0,51.0
51,0,1,3,23.0,55.0,88.0
51,3,0,3,22.0,41.0,100.0
51,4,0,3,21.0,100.0,90.0
51,4,1,3,25.0,55.0,102.0
51,4,2,3,22.0,76.0,95.0
51,4,3,3,22.0,83.0,89.0
51,4,4,3,24.0,23.0,116.0
51,0,0,4,108.0,252.0,154.0
51,3,1,5,30.0,34.0,28.0
51,3,2,5,25.0,55.0,31.0
51,2,2,6,30.0,123.0,71.0
52,0,0,0,26.0,244.0,161.0
52,1,0,0,26.0,243.0,163.0
52,1,3,0,26.0,219.0,164.0
52,4,0,0,26.0,235.0,170.0
52,4,1,0,26.0,227.0,170.0
52,2,1,1,46.0,173.0,122.0
52,3,0,1,41.0,169.0,108.0
52,3,1,1,47.0,172.0,118.0
52,0,3,2,58.0,108.0,41.0
52,0,4,2,74.0,80.0,48.0
52,1,1,2,57.0,111.0,39.0
52,3,2,2,62.0,83.0,43.0
52,4,2,2,50.0,68.0,52.0
52,4,3,2,72.0,83.0,49.0
52,4,4,2,77.0,85.0,53.0
52,2,0,3,23.0,53.0,83.0
52,0,1,4,109.0,254.0,155.0
52,0,2,4,109.0,251.0,123.0
52,1,4,4,108.0,254.0,187.0
52,2,3,4,108.0,253.0,170.0
52,2,4,4,108.0,254.0,188.0
52,3,3,4,107.0,247.0,172.0
52,3,4,4,107.0,246.0,167.0
52,1,2,5,105.0,96.0,52.0
52,2,2,6,35.0,115.0,63.0
53,0,3,0,26.0,223.0,164.0
53,1,3,0,26.0,231.0,145.0
53,2,3,0,26.0,232.0,163.0
53,3,2,0,26.0,230.0,169.0
53,3,3,0,25.0,228.0,158.0
53,0,4,1,51.0,156.0,113.0
53,1,4,1,47.0,190.0,120.0
53,2,4,1,48.0,169.0,112.0
53,0,0,2,66.0,87.0,51.0
53,0,1,2,62.0,82.0,46.0
53,0,2,2,56.0,65.0,48.0
53,1,0,2,56.0,107.0,47.0
53,1,1,2,46.0,99.0,45.0
53,1,2,2,56.0,91.0,43.0
53,2,0,2,55.0,104.0,45.0
53,4,3,3,22.0,62.0,94.0
53,2,1,4,108.0,254.0,179.0
53,3,0,4,108.0,254.0,185.0
53,3,1,4,108.0,247.0,137.0
53,4,0,4,107.0,254.0,188.0
53,4,1,4,108.0,255.0,184.0
53,4,2,4,108.0,254.0,182.0
53,3,4,5,29.0,44.0,31.0
53,4,4,5,26.0,42.0,35.0
53,2,2,6,38.0,80.5,70.0
54,0,4,0,26.0,231.0,179.0
54,1,4,0,26.0,240.0,181.0
54,2,4,0,25.0,227.0,173.0
54,3,0,0,26.0,245.0,186.0
54,3,4,0,26.0,233.0,174.0
54,4,4,0,26.0,241.0,169.0
54,0,0,1,41.0,197.0,113.0
54,0,1,1,45.0,192.0,133.0
54,2,3,1,44.0,195.0,134.0
54,3,3,1,46.0,195.0,139.0
54,4,0,1,39.0,217.0,125.0
54,4,1,1,43.0,219.0,133.0
54,4,2,1,39.0,195.0,120.0
54,4,3,1,46.0,193.0,131.0
54,1,1,2,39.0,120.0,52.0
54,1,2,2,55.0,95.0,54.0
54,2,0,2,50.0,132.0,49.0
54,2,1,2,48.0,124.0,44.0
54,3,1,3,21.0,108.0,95.0
54,0,2,4,107.0,246.0,147.0
54,0,3,4,108.0,249.0,144.0
54,1,0,4,108.0,250.0,150.0
54,3,2,4,107.0,254.0,181.0
54,1,3,5,27.0,61.0,32.0
54,2,2,6,38.0,54.0,71.0
55,1,0,0,24.0,254.0,183.0
55,2,0,0,24.0,254.0,185.0
55,2,1,0,23.0,250.0,185.0
55,4,3,0,23.0,250.0,191.0
55,0,1,2,40.0,129.0,35.0
55,1,1,2,36.0,170.0,41.0
55,3,3,2,30.0,193.0,51.0
55,3,4,2,35.0,201.0,42.0
55,4,4,2,32.0,159.0,54.0
55,3,0,3,19.0,178.0,93.0
55,3,1,3,19.0,98.0,120.0
55,3,2,3,19.0,145.0,101.0
55,4,0,3,19.0,180.0,104.0
55,4,1,3,20.0,137.0,114.0
55,0,2,4,106.0,245.0,119.0
55,0,3,4,107.0,253.0,151.0
55,0,4,4,107.0,253.0,153.0
55,1,2,4,106.0,250.0,136.0
55,1,3,4,106.0,253.0,153.0
55,1,4,4,106.0,255.0,154.0
